construct,acceptance_of_state_surveillance|WVS_H,authoritarian_governance_tolerance|WVS_E,autocracy_support|WVS_E,basic_needs_deprivation|WVS_H,child_qualities_autonomy_self_expression|WVS_A,child_qualities_conformity_tradition|WVS_A,child_qualities_prosocial_diligence|WVS_A,civic_dishonesty_tolerance|WVS_F,confidence_in_civil_society_organizations|WVS_E,confidence_in_domestic_institutions|WVS_E,confidence_in_international_organizations|WVS_E,crime_victimization|WVS_H,democratic_system_evaluation|WVS_E,democratic_values_importance|WVS_E,economic_ideology|WVS_E,electoral_integrity|WVS_E,existential_threat_worry|WVS_H,familial_duty_obligations|WVS_D,female_income_threat_to_marriage|WVS_D,freedom_security_tradeoff_perception|WVS_H,gender_role_traditionalism|WVS_D,immigrant_origin_status|WVS_G,importance_of_life_domains|WVS_A,institutional_threat_perception|WVS_H,international_organization_knowledge|WVS_E,job_scarcity_gender_discrimination|WVS_C,job_scarcity_nativist_preference|WVS_C,life_autonomy_morality_permissiveness|WVS_F,multilevel_place_attachment|WVS_G,neighborhood_disorder_and_crime|WVS_H,offline_political_participation|WVS_E,online_political_participation|WVS_E,outgroup_trust|WVS_G,perceived_corruption|WVS_E,perceived_negative_effects_of_immigration|WVS_G,perceived_positive_effects_of_immigration|WVS_G,political_information_sources|WVS_E,postmaterialist_values|WVS_E,precautionary_security_behaviors|WVS_H,religion_versus_secularism_orientation|WVS_F,religious_belief|WVS_F,religious_exclusivism|WVS_F,religious_practice_and_self_identification|WVS_F,science_skepticism|WVS_I,science_technology_optimism|WVS_E,sexual_and_reproductive_morality_permissiveness|WVS_F,social_intolerance_outgroups|WVS_A,societal_change_attitudes|WVS_E,socioeconomic_insecurity_worry|WVS_H,subjective_wellbeing|WVS_A,violence_tolerance|WVS_F,voluntary_association_active_membership|WVS_A,voluntary_association_belonging|WVS_A,voting_participation|WVS_E,work_ethic|WVS_C
acceptance_of_state_surveillance|WVS_H,0.0,0.0,0.0,9982.850353913664,7.028372437233532,291.7953085631144,18.8987075167476,6.381064877393378,0.0,134.83155260529605,72.17197252552826,9983.554342217201,0.0,0.8333554360806588,1.9274798988722637,0.0,9977.152828585153,2.5484266061443783,9.318039250051676,9964.786901270772,50.80194913083072,0.0,16.085808712536824,9981.46309719225,60.10759362714667,10.013617249456722,6.270274995314754,39.23154906832142,0.0,9984.589835242643,4.767332834753631,0.0,2.3119455277752614,0.0,11.403706816745505,6.6495577917917466,15.666892165338055,0.882131022744197,9747.773730435945,6.422185768034176,102.07849282253562,0.0,6.657059715188108,18.855553741173445,36.93384007502047,16.165054664001005,0.0,14.233688221097282,9977.962131837307,778.2734690764889,8.000708331509536,5.479016632605472,4.847457572707853,0.0,0.9216284242840231
authoritarian_governance_tolerance|WVS_E,0.0,0.0,9975.925307152756,0.0,0.0,265.9327275932246,5.820757617782981,0.0,9968.64470359072,9917.004953659316,9897.329194212227,0.0,9971.827350818758,9966.881289621275,9965.677897908015,9977.428347729923,0.0,0.0,0.0,10.731254127515093,56.644234286611365,0.0,4.547985779400662,0.0,9874.171467764061,0.0,0.0,47.89706455117562,0.0,0.0,9964.961959496442,9973.495640068119,0.5955458514852161,0.0,0.10046073011569234,0.0,9950.76475467629,9963.411547810887,741.0865043453198,0.763212981991984,50.74800297479429,0.0,0.0,7.2308891730240745,9922.86672677826,16.942793029084335,0.0,9949.778978025113,0.0,155.20162760124805,2.7797780729720323,0.0,0.0,9982.352200432671,0.0
autocracy_support|WVS_E,0.0,9975.925307152756,0.0,0.0,0.0,90.64766191547886,8.952998370881552,0.0,9967.966427316824,9916.66520588806,9897.329194212227,0.0,9971.149074544861,9966.20301334738,9964.99962163412,9976.750071456028,0.0,0.0,0.0,29.88516702219276,0.0,0.0,10.463339044965053,0.0,9874.038473376424,0.0,0.0,37.833130075536275,0.0,0.0,9964.622211725187,9972.817363794222,0.0,0.0,0.0,0.0,9950.086478402392,9962.73327153699,21.68696936138798,0.0,50.06972670089836,0.0,0.0,9.55645352392699,9922.188450504365,10.546843707442122,0.0,9949.100701751217,0.0,769.9079667119674,0.5656562612558886,0.0,0.0,9981.673924158777,0.0
basic_needs_deprivation|WVS_H,9982.850353913664,0.0,0.0,0.0,5.029134239445977,343.6921227133915,12.521672210136522,3.8073276492244332,0.0,107.89099440755798,44.68107969454641,9985.32584308427,0.0,0.0,0.0,0.0,9978.924329452222,1.6174045641347128,6.4903627624287985,9966.558402137842,64.2517950095782,0.0,10.505023687083025,9983.23459805932,21.93994056020287,5.391507792320649,3.0174225262132914,39.37967331201394,0.0,9986.361336109712,2.0119605365781936,0.0,1.7643369328778036,0.0,7.014422823071644,4.150387334825307,0.07554285377018743,0.0,9749.545231303015,2.4319696434398104,61.607290156578664,0.0,1.8148039685006445,14.950015079226617,7.172033886512182,15.532189201816237,0.0,2.8144582503767595,9979.733632704376,280.04496994355816,6.53573048741643,2.551896651680348,1.7512624176581895,0.0,1.5384700934564286
child_qualities_autonomy_self_expression|WVS_A,7.028372437233532,0.0,0.0,5.029134239445977,0.0,9810.142587057395,9965.127283457543,15.737982854997078,6.746954986839214,235.55864810351648,73.95094782879195,2.6146194244802317,5.71737622895175,17.110452862169907,22.620367629017785,0.049164261347314664,14.176413229423531,14.467627847470617,22.269743920688462,61.32465595552844,111.56215897514899,0.0,9959.603155234028,10.052133928289429,368.3989322877553,22.37554146456802,15.17643242765812,73.73034271411656,2.654772949910722,0.0,30.379453223796787,2.1471041526812726,13.290366416556438,0.0,28.107560829423498,14.714785004020477,54.70425252639408,13.64071105178109,744.3114851207015,18.464594522522535,125.00517020966554,1.7280000903187371,19.602720958794265,47.580033735805685,70.76226858441015,37.787430929945586,9978.510043398866,39.06646122320353,23.280374326941402,9772.811223761246,22.144149677419605,9974.441323747029,9974.754670385542,0.0,5.403756717428898
child_qualities_conformity_tradition|WVS_A,291.7953085631144,265.9327275932246,90.64766191547886,343.6921227133915,9810.142587057395,0.0,9803.11550809883,479.9070442034365,159.774972666341,339.20152170116023,396.78765731856373,234.7469882099114,282.0052389419967,800.868701554039,466.3319765074461,289.7745254691275,811.6788079111964,814.2879135574599,181.3672551885034,253.85833514226994,0.0,0.0,9797.591379875315,815.9890765182944,709.6774193548388,335.1331638269619,135.42272158507413,370.0837316029208,151.94989920646935,99.56698142386696,799.4210090984285,809.4699113374835,813.1106521265458,0.0,474.2829199736344,479.3696763119741,451.4188332757188,232.18156843930234,108.66261398176289,266.9454102731407,774.3141495679337,140.6985977546671,0.0,803.6010452623386,471.13985299673857,325.75556718232133,9819.78853046595,692.8572990487853,479.154777830017,9610.799448402533,809.8811180372995,9812.429548388316,9812.74289502683,68.46784487373091,271.19946798973194
child_qualities_prosocial_diligence|WVS_A,18.8987075167476,5.820757617782981,8.952998370881552,12.521672210136522,9965.127283457543,9803.11550809883,0.0,34.01454762112849,34.94342284622944,905.9509239836613,339.65114159749965,16.733140214135133,22.642199106524174,46.63795280201825,56.143283830191734,11.346114604479922,38.092075739915856,27.75214212135066,31.341058342464166,66.65712755876126,332.5225014002319,0.0,9952.576076275463,23.88382582849535,194.7051866625237,48.547833465290175,32.76183775899682,391.3785884308763,9.70234530577509,3.0022450728810455,92.7968187096763,17.76489022947196,34.32051408960769,0.0,51.886663992830165,32.622770980520464,48.17458504290888,25.467842823971537,451.5701204478509,33.60981769074815,223.41649302690524,10.981436872312742,53.12512892508863,62.752408329153326,121.93140348057838,118.35890033829341,9971.482964440302,87.59284879577339,32.83228468768143,9765.784144802681,54.151528723161924,9967.414244788464,9967.727591426978,0.0,20.419197649303513
civic_dishonesty_tolerance|WVS_F,6.381064877393378,0.0,0.0,3.8073276492244332,15.737982854997078,479.9070442034365,34.01454762112849,0.0,6.108702996844293,132.46709776942777,172.00833426776342,0.5049056963515532,2.8875190632816796,7.363004794076772,9.439847617586615,0.0,11.889456781775863,6.566493480055481,17.84149339126435,27.938575467162032,129.0623368245669,0.0,30.268513280970808,4.02208733245946,134.56426614321347,18.79849982439375,12.162909867506158,9944.958003323361,1.1423379727347083,0.0,8.487344713273338,0.0,6.205725211011067,0.0,16.770864190101378,11.414651607963478,31.611961023725726,10.986562032742548,746.4092756000771,9975.509521565775,9937.423715406023,9981.227518431466,9973.530700117415,31.001750340933448,66.73914320973145,9962.549343546725,0.0,34.31186917278572,8.343708747470629,775.9090142406208,9972.990683875389,10.006646693937185,9.69959462288018,0.0,4.073602592389239
confidence_in_civil_society_organizations|WVS_E,0.0,9968.64470359072,9967.966427316824,0.0,6.746954986839214,159.774972666341,34.94342284622944,6.108702996844293,0.0,9908.950126223755,9889.843267753968,0.0,9963.868470982827,9958.922409785344,9957.719018072085,9969.469467893992,1.7224089331061663,2.756307142602907,11.32975006058259,116.80746201088209,14.791836585971765,0.0,46.50667326349141,0.0,9864.578865578866,10.406710420474653,0.7364781599962384,75.96747126065036,0.0,0.0,9956.90713206088,9965.536760232188,1.8580314802229836,0.0,16.95107938789348,4.205454165675931,9942.805874840358,9955.452667974956,0.0,3.3607166532639354,129.2236969683949,0.0,0.5524747341656138,42.924535230977526,9914.90784694233,27.084308572397433,0.0,9941.820098189182,15.12949741334102,762.6273631499322,9.703080957173086,3.638743496755673,6.7360637860436015,9974.39332059674,0.0
confidence_in_domestic_institutions|WVS_E,134.83155260529605,9917.004953659316,9916.66520588806,107.89099440755798,235.55864810351648,339.20152170116023,905.9509239836613,132.46709776942777,9908.950126223755,0.0,9832.364972494885,0.0,9911.845825879947,9911.352025136777,9904.488645766296,9919.147052537084,140.7869510687554,43.3086465650498,912.8323007029649,204.17859951195027,297.48916291390105,0.0,900.4267957601464,47.694622273256016,9810.794755008998,577.3194569047761,539.6774923086156,60.58844821180561,94.27434081957121,35.893759189150714,9912.728817917663,9919.114513958531,24.776131140484296,0.0,279.8220395621699,349.32103422579144,9882.914193416482,9896.529647472815,684.1351256468204,110.581984471641,876.1495654527655,29.507662351756366,412.25655016415834,814.5273702380794,9855.016165518453,78.98390967003252,18.143961358203995,9881.928416765306,200.03781276246787,380.30153095403057,88.28442237117586,193.04274205092574,178.73620564850373,9925.400821734172,68.32748268741945
